id,title,url,inclusion,exclusion,email,email_source,contact_name,eligibility_summary
NCT06396260,Structural and Functional Networks in ALS: An Insight Into Pseudobulbar Affect,https://clinicaltrials.gov/study/NCT06396260,"Inclusion Criteria:

* Diagnosed with ALS in the last 6 months according to Gold Coast Criteria","Exclusion Criteria:

* \- Lack of ability to answer survey through own ability or through a surrogate, for example by hand controlled, eye-controlled computer and/or tablet, or through telephone interview.
* Lack of ability to cooperate.
* Pregnancy
* Drug addiction defined as the non-prescribed use of cannabis, opioids, or other narcotics.
* Alcohol addiction defined as over 21 units weekly.
* Lesional neurological diseases, such as stroke, tumor or multiple sclerosis
* Epilepsy
* Neurodegenerative diseases other than ALS
* Severe psychiatric disease such as major depression disorder, bipolar disease or schizophrenia
* Contraindication for MRI and MEG scan according to hospital guidelines
* Severe liver or kidney disease
* Dysregulated heart disease
* Ongoing treatment with any antidepressants or any antipsychotics at recruitment.
* Diagnosed with frontotemporal dementia.",c.steenkjaer@rn.dk,centralContacts,Christian Holm Steenkjær,"This clinical trial seeks participants who are diagnosed with Amyotrophic Lateral Sclerosis (ALS) in the last six months according to Gold Coast Criteria. The inclusion criteria include those who cannot answer surveys through their own ability or by using a remote control, eye-controlled computer and/or tablet, or through telephone interviews. Participants who meet these criteria but are not eligible for enrollment due to drug addiction, alcohol addiction, lesional neurological diseases, severe psychiatric disease, severe live-or kidney disease, dysregulated heart disease, ongoing treatment with antidependents or any antipsychotics at recruitment, and those who have previously been diagnosed with frontotemporal dementi are excluded."
NCT07118319,"The Safety, Tolerability and Preliminary Efficacy of Derived Motor Neuron Progenitor Cells (XS228CN) in Subjects With Amyotrophic Lateral Sclerosis",https://clinicaltrials.gov/study/NCT07118319,"Inclusion Criteria:

1. 18-75 years of age (inclusive of 18 and 75 years), regardless of gender;
2. Diagnosed of definite or probable ALS according to the revised EI Escorial criteria;
3. Respiratory function FVC at baseline was ≥70% of the predicted value (FVC%);
4. Patients with birth-potential (both male and female) must agree to use effective non-drug contraceptive measures from the time of signing the informed consent until 6 months after the conclusion of the trial;
5. Volunteer to participate in the clinical study, understand and sign the informed consent form.","Exclusion Criteria:

1. Subject has signs and symptoms of neuromuscular weakness, and other causes of muscle weakness cannot be ruled out;
2. Baseline body mass index (BMI) \< 18.5 kg/m²;
3. Primary lateral sclerosis presenting only with upper motor neuron symptoms;
4. Significant psychiatric disorders that the investigator assesses may affect evaluation;
5. Diseases causing neurological or muscular dysfunction, such as metabolic muscle diseases or myasthenia gravis;
6. Diagnosed autoimmune diseases with uncontrolled severe arthritis or other conditions (e.g., lameness) that the investigator assesses may affect evaluation;
7. Acute active infections requiring antibiotics, antivirals, or antifungals that occurred within the 2 weeks prior to screening and are not controlled;
8. Subject diagnosed with active pulmonary tuberculosis or treated for suspected tuberculosis;
9. Diagnosed severe pulmonary diseases that the investigator assesses may affect evaluation;
10. Poorly controlled hypertension;
11. Previous or detected cardiac abnormalities;
12. A history of cirrhosis, chronic hepatitis, or liver function at screening;
13. A history of chronic kidney disease;
14. Previous history of bleeding, abnormal clotting, or being treated with anticoagulation;
15. Active hepatitis B, active hepatitis C, human immunodeficiency virus (HIV) antibody or treponema pallidum antibody positive at screening;
16. History of severe trauma or surgery and may affect the assessment judged by investigator;
17. Subjects with contraindications to lumbar puncture, including menifestations of injection site infection or high intracranial pressure.
18. Those who have had a malignant tumor within 5 years prior to screening or are undergoing antitumor therapy;
19. Have participated in other clinical trials within 3 months prior to screening;
20. Pregnant or breastfeeding women;
21. Subject who is judged by the investigator to be unsuitable for the clinical trial.",CEO@xellsmart.com,centralContacts,Michael LEE,"This clinical trial is seeking participants aged 18-75 years old with definite or probable ALS according to the revised EI Escorial criteria. Volunteers must be willing to use effective non-drug contraceptive measures from the time of signing the informed consent until 6 months after the conclusion of the study, and have a body mass index (BMI) under 18.5 kg/m² for primary lateral sclerosis presenting only with upper motor neuron symptoms. Participants who are diagnosed with active pulmonary tuberculosis or treated for suspected tuberculosis, previously or recently detected cardiac abnormalities, a history of chronic hepatitis, or pregnant or breastfeeding women, and those who have participated in other clinical trials within 3 months prior to screening are exccluded."
NCT04820478,Efficacy and Tolerability of Beta Hydroxybutyrate Ester in Patients With Amyotrophic Lateral Sclerosis (ALS),https://clinicaltrials.gov/study/NCT04820478,"Inclusion Criteria:

* Probable (clinically or laboratory) or definite ALS according to the revised version of the El Escorial World Federation of Neurology criteria
* loss of Amyotrophic Lateral Sclerosis Functional Rating Scale Revised (ALSFRS-R) of ≥ 0.33 points per month since onset (first paresis), based on the formula: (48 - score at screening visit) / (months between onset and screening visit)
* age ≥ 18 years
* continuously treated with 100 mg riluzole per day for at least 4 weeks
* capable of thoroughly understanding all information given and giving full informed consent according to good clinical practice (GCP)","Exclusion Criteria:

* hyperinsulinism
* pyruvate decarboxylase deficit
* disturbance of fatty acid oxidation
* disturbance of gluconeogenesis
* acute porphyria
* metabolism disorders which prevent utilization or degradation of ketone bodies
* severe gastro-esophageal reflux
* renal insufficiency (medical history and/or elevated serum creatinine levels and/or glomerular filtration rate (GFR) \<90 ml/min
* previous participation in another interventional study within the preceding 4 weeks
* tracheostomy
* pregnancy or breast-feeding females
* evidence of a major psychiatric disorder or clinically evident dementia
* intake of diuretics
* severe dysphagia
* nutrition via percutaneous endoscopic gastrostomy (PEG)
* electrolyte or acid-base imbalance
* heart failure New York Heart Association (NYHA) II or above",johannes.dorst@uni-ulm.de,centralContacts,"Johannes Dorst, Prof","This clinical trial aims to investigate the efficacy of rituximab in treating active ALS as early as possible after diagnosis (probable or definite) according to the revised World Federation of Neurology criteria. The trial is looking for participants who have probable or definite ALS and are between 18 and 65 years old. Participants with hyperinsulinism, pyruvate decarboxylase deficiency, disturbances of fatty acid oxidation, disturbance of glucose metabolism, acute porphyria, gasto-esophageal reflex disorders, renal insufficiency (medical history and/or elevated serum creatinine levels and/or global filtration rate [GFR] < 90 ml/min), previous participation in another interventional study within the preceding 4 weeks, evidence of a major psychiatric disorder or clinically evident dementias, intake of diuretiques, severe dyspnea (measured by forced expiratory volume in 1 second [FEV1] - forced vital capacity [FVC]), electrolyte or acid-base imbalance, heart failure NYHA II or above, and participants with a history of ALS after previous treatments."
NCT06671236,Clinical Study of Regulatory T Cells (Tregs) in the Treatment of Neurodegenerative Diseases,https://clinicaltrials.gov/study/NCT06671236,"Inclusion Criteria:

\-

Patients must meet all of the following criteria to be eligible for enrollment in this study:

1. Male or female patients aged 18 to 70 years;
2. According to current international diagnostic criteria:

   ALS: defined by the Gold Coast Diagnostic Criteria (Shefner, 2020) as having a diagnosis of sporadic or familial amyotrophic lateral sclerosis (ALS), diagnosed as a probable, probable, or definite patient with laboratory support according to the World Federation of Neurology El Escorial criteria;
3. If there is a stable dose for more than one month prior to study entry. For example, patients with ALS can continue treatment with riluzole (Rilutek®) and/or edaravone (Radicava®);
4. Patients must have \> two weeks after the end of major surgery and after the completion of participation in other research trials;
5. Patients must have recovered from clinical toxicity (CTCAE \[5th Edition\] toxicity values have resolved to \< 2);
6. Serum creatinine less than or equal to 2.0 mg/dL;
7. Aspartate aminotransferase (AST) and alanine aminotransferase (ALT) \< 3 x upper limit of normal;
8. Bilirubin \< 1.5 (except Gilbert's disease);
9. Lung slow vital capacity (SVC) \> 70% of predicted normal;
10. No history of abnormal bleeding tendency;
11. Informed consent must be obtained prior to performing any study-related procedures that are not part of standard medical care, with the understanding that the participant may withdraw from the study without influence for the future medical care.","Exclusion Criteria:

\-

Subjects with any of the following cannot be enrolled in this study:

1. uncontrolled infection;
2. \< 3 drugs do not adequately control hypertension;
3. Documented history of pulmonary embolism within 6 months of enrollment;
4. Clinically significant cardiology, defined as: myocardial infarction, NYHA-graded class III or IV heart failure, uncontrolled angina, severe uncontrolled ventricular arrhythmia, or ECG evidence of acute ischemia or abnormal conduction system within 6 months prior to enrollment;
5. Patients with a history of coronary artery bypass grafting or angioplasty will be evaluated by cardiology and considered on a case-by-case basis;
6. Seropositive for HIV, hepatitis B or hepatitis C;
7. Pregnant or lactating patients;
8. Patients of childbearing potential or males with partners of childbearing potential who are unwilling to use contraception;
9. Participation in any other interventional study;
10. Treatment with another investigational drug, biologic, or device within 30 days or 5 half-lives (whichever is longer) of the screening period. Patient participation in observational/non-interventional clinical studies will be discussed with the Medical Monitor;
11. Prior treatment with ALS gene or cell therapy;
12. History of clinically significant tumor, liver or kidney disease, or other uncontrolled disease;
13. presence of a feeding tube;
14. Current use of antipsychotics, antiepileptic drugs (except benzodiazepines, gabapentin, pre-Bahrain) or class 1 (e.g., flecainide) or class 3 (e.g., amiodarone) antiarrhythmic drugs;
15. Subjects who, in the opinion of the investigator, are at significant risk of suicide;
16. Other conditions that the investigator considers unsuitable for enrollment.",lumingqi@novabiotx.com,centralContacts,"Mingqi Lu, MD., PhD","This clinical trial is recruiting patients aged 18 to 70 years with ALS (Acquired Slow Paraproteinism) according to current international diagnostic criteria, defined by the Gold Coast DiagnostiC Criteria (Shefner, 2020). The study aims to enroll patients with stable doses for more than one month prior to study entry and with documented history of pulmonary embolism within 6 months prior to enrollment. Exclusion criteria include: uncontrolled infectious diseases, uncontrolled cardio-logical conditions, history of antipsychotic drugs or class 1 or 3 antiarrhythmic drugs, feeding tubes, use of antipsychotics or antiarrhythmia drugs in the opinion of the investigator, suicidal risk, other conditions that the investigator considers unsuitable for enrollment."
NCT06917924,A Patient-tailored Genetic/Biomarker/iPSC Combined Approach in ALS - PERMEALS,https://clinicaltrials.gov/study/NCT06917924,"Inclusion Criteria:

* Diagnosis of ALS","Exclusion Criteria:

* ALS patients under 18 years old",n.ticozzi@auxologico.it,locations.contacts,"Nicola Ticozzi, MD PhD","This clinical trial is looking for individuals with ALS, which are typically diagnosed between the ages of 18-50. Patients under the age of 18 or with Alzheimer's disease are excluded from this trial."
NCT06426030,Validation of Czech Language Versions of Questionnaires for ALS Patients' Functional Status and Biomarker Long-term Follow-up,https://clinicaltrials.gov/study/NCT06426030,"Inclusion Criteria:

1. diagnosed amyotrophic lateral sclerosis (ALS) meeting the EMG (electromyographic) criteria:

   * Gold Coast criteria or
   * at least clinically probable ALS according to Awaji-Shima criteria
2. willing and able to comply with all protocol procedures","Exclusion Criteria:

* none",betik.adam@fnbrno.cz,centralContacts,"Adam Betik, MD","Clinical trial NC T06426030 is focused on recruiting participants with a diagnosis of amyotrophic lateral sclerosis (ALS) meeting the EMG criteria. Participants must be willing and able to complete all protocol procedures, and exclusion criteria include those who cannot comply with these requirements or have already completed an amyo trhphic lateral sclerosis trial."
NCT07017946,Intestinal Microbiome Transplant in ALS,https://clinicaltrials.gov/study/NCT07017946,"Inclusion Criteria:

* Diagnosis of ALS according to Gold Coast Criteria
* Age: 18+ years at enrollment
* Fast-progressing (ALSFRS-R change of at least 1.5 points per month between last 2 measurements at screening)
* Modestly but not severely affected (ALSFRS-R score at or above 24 at screening)
* Able to swallow capsules and expected to be able to for the duration of the trial (ALSFRS-R ""swallowing"" score of 3 or 4 at screening)
* Expected to survive for the duration of the trial
* Taking any combination of riluzole, edaravone, and/or tofersen at a stable dose for 30 days prior to screening, or not taking any of these and not expected to during the study.
* Capable of giving written consent.
* If sexually active, must agree to use contraceptive or abstinence for duration of treatment.
* Females of child-bearing age must have negative pregnancy test at screening.","Exclusion Criteria:

* Concurrent illness or laboratory abnormalities that could confound the measurement of ALS progression or the microbiome or interfere with the ability to complete the study.
* Taking probiotics, nutraceuticals, or herbal remedies within 2 weeks of screening
* Taking antibiotics within 3 months of screening.
* Taking any investigational study drug within 30 days of screening or five half-lives of the prior agent.
* Previous exposure to MTT.
* Pregnancy.
* Known specific food allergy with anaphylaxis
* Other co-morbid conditions that, in the opinion of the study investigator, place the participant at increased risk of complications, interfere with study participation or compliance, or confound study objectives.",ALSresearch@duke.edu,centralContacts,"Richard Bedlack, MD, PhD","This clinical trial aims to assess the efficacy of clinical treatments in preventing progression of ALS (amyotrophic lateral sclerosis) in adults aged between 18 and 65 years with fast-progressing ALS (FLS). The inclusion criteria are:

* Age: 18+ years at enrollment
* Fast-progressing (ALSFRS-R change of at least 1.5 points per month between last 2 measurements at screening)
* Modestly but not severely affected (ALSFRS-R score at or above 24 at screening)
* Ability to swallow capsules and expected to be able to for the duration of the trial
* Expected to survive for the duration of the trial
* Takin any combination of riLuZole, edaraVonE, and/or tofersen at a stable dose for 30 days prior to screening or not taking any of these and not expected to during the study.
* Capable of giving written consent.

The exclusions from this trial are:

1. Concurrent illness or laboratory abnormalities that could confound the measurement of ALs progression or microbiome/interference with ability to complete the study.
2. Previous exposure to MTT (medically targeted therapy).
3. Pregnant females of child-bearing age must have negative pregnancy test at screening.
4. Known specific food allergy with anaphylaxis.
5. Other co-morbid conditions that, in the opinion of the study investigator, place the participant at increased risk of complications, interfere with study participation or impede goal of study objectives.

In other words, anyone who has or has had any of these conditions is excluded from this clinical trial."
NCT05370079,Control Cohort CTRL COH,https://clinicaltrials.gov/study/NCT05370079,"Inclusion Criteria:

* patient with consent
* patient with following disease: Parkinson's disease, Amyotrophic lateral sclerosis, Glioblastoma, cancer without neurological disease (pulmonary cancer, breast cancer, ovarian cancer, melanoma, thymoma), rheumatoid arthritis.","Exclusion Criteria:

* refusal consent
* patient with neurological disorder compatible with paraneoplastic neurological syndrome or auto-immune encephalitis
* patient under guardianship",jerome.honnorat@chu-lyon.fr,centralContacts,"Jerome Honnorat, Pr","This clinical trial aims to assess the efficacy and safety of experimental therapy in patients with Parkinson's disease (PD), Amyotropic Lateral Sclerosis (ALS), glioblastoma, cancer without neuromatological disease (pulmonary cancer, breast cancer, ovary cancer, melanoma, thyromammae), rhematological arthritis. Those excluded from this study include patients with unrelated neuronal diseases compatible with PNNS or autoimmune encaphalitis."
NCT07127172,GB-PRIME: An Early Feasibility Study of a Precise Robotically Implanted Brain-Computer Interface for the Control of External Devices,https://clinicaltrials.gov/study/NCT07127172,"Inclusion Criteria:

* (a) A diagnosis of a spinal cord injury, brain stem stroke, or other neurological condition causing the participant to be non-ambulant and with bilateral upper limb motor impairment with no expectation of recovery that significantly or completely impairs the participant's ability to manually control a computer, smartphone or tablet with their hands.

OR (b) A diagnosis of Amyotrophic Lateral Sclerosis (ALS) or other progressive neurological condition where the natural history of the disease is well understood and where there is tetraparesis and the expectation in the view of the participants treating neurologist that the disease will progress such that the participant will meet 1a within 1 year of recruitment.

* Life expectancy ≥ 12 months.
* Ability to communicate in English
* Presence of a stable caregiver","Exclusion Criteria:

* Moderate to high risk for serious perioperative adverse events
* Active implanted devices
* Morbid obesity (Body Mass Index \> 40)
* History of poorly controlled seizures or epilepsy
* History of poorly controlled diabetes
* Requires magnetic resonance imaging (MRI) for any ongoing medical conditions
* Acquired or hereditary immunosuppression
* Use of smoking tobacco or other tobacco products
* Psychiatric or psychological disorder
* Brain MRI demonstrating hemorrhage, tumor, distorted or adverse anatomy.
* Any condition which, in the opinion of the Investigator, would compromise your ability to safely participate in the study or undergo the implantation procedure",clinical-team-ct@neuralink.com,centralContacts,Neuralink Clinical Team,"Clinical Trial NC 16670: This clinical trial is recruiting participants with a spinal cord injury (SCI), brain stem stroke (BSS), or other neurological condition causing non-ambulatory status and waning manual control of a computer, smartphone, or tablet with their hands. Participants must meet criteria 1a (Amyotropic Lateral Sclerosis [ALS] or progressive neuronal disorder) or criterium 2b (spinal cord injury due to ALS or other progressive neurodegenerative condition where natural history is well-understood and the progression of the disease is expected to lead to a severe neurological impairment within 1 year of recruitment). Participants must have life expectancies of at least 12 months. Criteria for exclusion include high risk of serious perioperative adverse events, active implanted devices, morbid obesity (Body Mass Index > 40), history of poorly controlled epilepsy, history of poorly controlled diabetes, smoking tobacco or other tobacco products, acquired immunosuppression, use of smoking tobacco, psychiatric or psychological disorder, brain MRIs demonstrating hemorrhage, tumors, or distorted anatomy."
NCT07257302,Lung Insufflation Capacity Training and Respiratory Function in Amyotrophic Lateral Sclerosis,https://clinicaltrials.gov/study/NCT07257302,"Inclusion Criteria:

* Age 20 years or older
* Diagnosis of amyotrophic lateral sclerosis (ALS) according to the El Escorial or Awaji criteria
* Not using noninvasive ventilation (NIV) and without tracheostomy at the start of LIC training
* Able to perform study assessments and provide written informed consent (or assisted signature with communication aid)","Exclusion Criteria:

* Chronic pulmonary disease other than ALS (e.g., COPD, interstitial lung disease)
* Severe cognitive or communication impairment preventing study participation
* Uncontrolled cardiovascular disease, including unstable angina, recent myocardial infarction, decompensated heart failure, serious arrhythmia, severe aortic stenosis, or active myocarditis/endocarditis
* Uncontrolled hypertension
* Acute systemic illness or fever
* Recent pulmonary embolism, acute cor pulmonale, or severe pulmonary hypertension
* Severe hepatic or renal dysfunction
* Any condition judged inappropriate by the investigator",rinri-jimu@ncnp.go.jp,centralContacts,Study Office,"The clinical trial NCCT07257302 is looking for individuals aged 20 years or older with amyotrophic lateral sclerosis (ALS) diagnosed according to the El Escorial or Awaji criteria, but excluding individuals with chronic pulmonary disease other than ALS, uncontrolled cardiovascular disease including angina, myocardial infarction, decompression heart failure, arrhythmias, severe acute systemic illness or fever, recent pulmonary embolism, active pericarditis/endocarditis, recent coronary artery bypass surgery, severe hyperthyroidism, recent pulmonary embolism, acute cardiomyopathy, recent stroke, recently diagnosed systemic hypertension or recently diagnosed diabetes mellitus type 2, any condition judged inappropriate by the investigator."
NCT06803784,"Discovery and Validation of Protein Structural Complexes in Circulating Biofluids As Novel Biomarkers for Early Diagnosis, Prognosis and Therapeutic Management of Patients Affected by Neurodegenerative Disorders",https://clinicaltrials.gov/study/NCT06803784,"* Inclusion Criteria:
* Inclusion criteria for PD patients.

For the IRCCS INM Neuromed, patients will be recruited from those affiliated with the Center for the Study and Treatment of Parkinson's Disease of the Neuromed Institute of Pozzilli. Affected subjects will be selected according to the criteria proposed by Gelb et al in 1999. This is a very pragmatic scheme based on the presence of four cardinal signs, the response to a test administration of Levodopa and the absence of atypical signs:

A) Presence of at least 2 of the 4 cardinal signs (tremor, rigidity, bradykinesia, asymmetric onset) one of which must be tremor or bradykinesia; B) Absence of atypical symptoms such as: i) early postural instability, freezing phenomena, cognitive deterioration, hallucinations, pathological involuntary movements, vertical gaze paralysis; ii) proven causes of secondary parkinsonism (focal lesions, drugs, toxic substances); C) Documented response to the use of L-dopa or dapamine agonists (or lack of an adequate therapeutic attempt with L-dopa or dopamine agonists).

* Inclusion criteria forAD patients. Patients will be selected at the Center for Cognitive Disorders and Dementias (CDCD) SCDU Neurology, AOU Maggiore della Carità, Novara. Patients with AD will be included after diagnosis of probable Alzheimer's disease according to the McKhann criteria (2011) and supported by positive biomarkers for amyloidopathy (PET with amyloid tracer or amyloid cerebrospinal fluid dosage).
* Inclusion criteria for FTD/ALS patients. For UPO, patients will be selected at the tertiary center Amyotrophic Lateral Sclerosis - SCDU Neurology, AOU Maggiore della Carità, Novara. Patients with amyotrophic lateral sclerosis will be included following a diagnosis according to the El Escorial criteria - revised (2015): in this regard, only patients with a definite or probable diagnosis supported by laboratory will be included. For patients with FTD, they will be selected at both centers mentioned above with a diagnosis according to the Rascovsky criteria (2011). In this group, the diagnosis will be supported by negative biomarkers for amyloidopathy (PET with amyloid tracer or amyloid cerebrospinal fluid dosage). For patients with concomitant ALS and FTD, the El Escorial criteria (2015) associated with the Strong criteria (2017) will be used.","Exclusion Criteria:

* PD PATIENTS

  * pre-existing psychiatric pathologies;
  * neurodegenerative neurological diseases such as multiple sclerosis, amyotrophic lateral sclerosis, Alzheimer's, neuromuscular diseases, epilepsy;
  * diagnosis of dementia;
* AD/FTD/ALS PATIENTS

  * pre-existing psychiatric pathologies;
  * previous diagnosis of other neurodegenerative neurological diseases;
  * patients unable to sign informed consent.
* CONTROLS

  * pre-existing psychiatric pathologies;
  * neurodegenerative neurological diseases such as Parkinson's, multiple sclerosis, amyotrophic lateral sclerosis, Alzheimer's, neuromuscular diseases, epilepsy;
  * diagnosis of dementia;
  * depression;
  * prolonged intake of anxiolytic, antidepressant, antipsychotic, sleep-inducing, cognitive stimulant drugs.",teresa.esposito@igb.cnr.it,centralContacts,"Teresa Esposito, PhD","The NCT06803784 trial aims to recruit patients with Parkinson's disease (PD) or conciseness ataxia (CA), diagnosed according to the El Escorial criteria - revised (2015). The study is conducted in two centers: one in Pozzilli, Italy, and another in Maggiore della Carità, Italy. Both centers are affiliated with the Center for the Study and Treatment of Parkinson's Disorders of NeuromeD Institute of Pozillli (INM NeuromeD) and the AOU Maggiore della Carità, NovaRa, respectively. This trial seeks to enroll patients with four cardinal signs (tremor, rigidiity, braxykinesia, asymmetric onset), at least one of which must be tremor or bradykinesia, and absent atypical symptoms such as early postural instability, freezing phenomena, cognitive detepsiion, hallucination, pathological involutary movements, vertical gaze paralectasia, proven causes of secondary Parkinsonism (focal lesions, drug, toxic substances), C) documented response to the use of L-dopa or dopaminde agonists (or lack of an adequaete therapie with L-dopa or dopaminde agonissts), D) biomarkeri supporta by positive bioMarkeris for amyloidopathy, PE T with amyloid tracer or amyloid cerebrospinal fluid dosage, E) diagnosed probable Alzhaiemi's disease according to the McKhan criteria (2011), F) amyo trhophiic lateral sclerosis - SCDU Neurology, AOU Maggiore della Carità, NovaRa. Patients with amoytrhopeidopathy will be included following a diagnosis according to the El Escorial criteria (2015). The El Escorial criteria (2015) are followed in this trial."
NCT06203106,NYSCF Scientific Discovery Biobank,https://clinicaltrials.gov/study/NCT06203106,"Inclusion Criteria:

* Age 30 days or older.
* Diagnosis and/or medical history of a condition, disease, genetic background, or trait of interest or healthy control.
* Adults with decisional capacity must provide written informed consent unless physical limitations preclude signing.
* Adults without decisional capacity to consent must a have diagnosis of Amyotrophic Lateral Sclerosis (ALS), Alzheimer's Disease and Related Dementias (AD/ADRD); Batten Disease, Corticobasal Degeneration (CBD), Dementia, Frontotemporal Dementia (FTD), Huntington Disease, Lewy Body Disease, Multiple Sclerosis, Multiple System Atrophy, Parkinson's Disease (PD), Parkinsonism, and/or Progressive Supranuclear Palsy, and must provide assent; a legally authorized representative (LAR) must also provide written informed consent.
* Minors undergoing skin collection for research purposes must have a condition, disease, genetic background, or trait of interest and parental/guardian consent.
* Minors undergoing blood, and/or saliva collection for research purposes may have a condition, disease, genetic background, or trait of interest or serve as a healthy control and must have an available parent/guardian to provide consent.
* Minors transferring biological samples and associated data from a procedure outside of the research may have a condition, disease, genetic background, or trait of interest or serve as a healthy control and must have an available parent/guardian to provide consent.","Exclusion Criteria:

* Wards of the state.
* For prospective skin samples: history of keloid formation, coagulation disorder, or allergy to the anesthetic.
* For prospective blood samples: history of coagulation disorder.
* For all prospective sample collections: 1) Subjects who refuse to adhere to NYSCF's and/or a collection site's safety protocol(s) will be excluded; 2) Subjects with an AIDS diagnosis and CD4 count of less than 200 cells per microliter (mcL) of blood will be excluded due to increased risk of infection.",clinicalresearch@nyscf.org,centralContacts,Clinical Research Office,"This clinical trial is seeking healthy adults aged 30 days or older with a condition or disease of interest (e.g., Amyotropic Lateral Sclerosis, Alzheimer's Disease, Huntington Disease, Lewy Body Disease, multiple sclerosis, Parkinson's Disease, and/or progressive supranuclear palmies) for a skin collection or blood sample to study the association between these conditions and healthy controls. Excluded subjects include subjects with keleoid formation, allergic reactions, or allergy to anesthetics."
NCT06083584,Development of Targeted RNA-Seq for Amyotrophic Lateral Sclerosis Diagnosis,https://clinicaltrials.gov/study/NCT06083584,"Inclusion Criteria:

* Have a prescription for a genetic diagnosis of ALS (or familial hypercholesterolemia for the control cohort)
* Have given their informed consent for the genetic study and the biobank
* The patient must be a member or beneficiary of a health insurance plan","Exclusion Criteria:

* The patient is under safeguard of justice or state guardianship",claire.guissart@chu-nimes.fr,centralContacts,Claire Guissart,"The study aims to recruit individuals with familial hypercholesterolemia (FH) for genetic diagnosis of amyotrophic lateral sclerosis (ALS). The study excludes patients under safeguard of justice or state guardianship, as well as the patient who is already receiving legal treatment."
NCT07401121,Safety and Tolerability Study of CTx1000 In Participants With Amyotrophic Lateral Sclerosis,https://clinicaltrials.gov/study/NCT07401121,"Inclusion Criteria:

* Diagnosis of ALS in accordance with the revised El Escorial criteria and TRICALS risk score
* An overall disease duration of ≤ 2 years after the participant's first symptoms
* No or low circulating anti-AAV9 antibodies (titre ≤ 1:50
* Stable dosing with a standard of care ALS medication (eg, riluzole and edaravone) and other prescription medications for 30 days prior to Screening
* Not pregnant or breastfeeding, or willing to cease breastfeeding
* All participants must use a barrier method of contraception","Exclusion Criteria:

* Any participants with genetic forms of ALS, including C9ORF72 repeat carriers, except for TARDBP gene variants, as confirmed by previous clinical history genetic testing
* Any history of myocardial infarction or stroke within 6 months prior to Screening, or uncontrolled diabetes (HbA1C \> 9%)
* Positive test for cytomegalovirus, hepatitis C antibody (HCV), hepatitis B surface antigen (HBsAg), human immunodeficiency virus (HIV) antibody.
* Inadequate organ function
* Any participant with a current open tracheostomy",richard.gan@mq.edu.au,locations.contacts,Richard Gan,"This clinical trial is looking for participants with diagnosis of Amyotrophic Lateral Sclerosis (ALS) in accordance with the revised El Escorial criteria and TRICALS risk score, an overall disease duration of ≤2 years after the participant's first symptoms, no or low circulating anti-AAV9 antibodies titre≤1:50, stable dosing with a standard of care ALs medication (eg, riLuzole and edaravon) and other prescription medications for 30 days prior to Screening. Participants must be willing to use a barrier method of contraception, not pregnant or breastfeeding, and using a gene-tic form of ALS (including C9ORF72 repeat carriers, except TARDBP gene variants), uncontrolled diabetes (HbA1C > 9%), positive test for cytoVirus, HCV, HIV antibody, inadequate organ function or current open trachestoomy."
NCT05928416,ALS Diagnosis From a Saliva Sample: a Non-coding RNA Analysis Approach,https://clinicaltrials.gov/study/NCT05928416,"Inclusion Criteria:

* Patient over 18 years of age,
* Patient from one of the 2 study populations:

  * Diagnosis of definite or probable ALS according to El Escorial criteria (""patients ALS"" group) ;
  * Control group
* Patient able to carry out a mouth rinse,
* Patient affiliated to the healthcare system,
* Patient has dated and signed the consent form,","Exclusion Criteria:

* Recent (\<1 month) or ongoing bacterial or viral infection,
* Known active oral or digestive mycosis,
* Evolving, symptomatic or obvious oral pathology,
* Known pregnancy,
* Patient participating in another clinical research study,
* Patient deprived of liberty by administrative or judicial decision or under guardianship ;
* Subject refusing to take a saliva sample;
* For the control group: direct relationship (siblings, descendants, ascendants) with a patient included in the study;
* For control group: medical history of neurological disease (excluding migraine).",Philippe.codron@chu-angers.fr,centralContacts,"Philippe Codron, Dr","This clinical trial NC-TC05928416 aims to recruit patients with definite or probable ALS according to the El Escorial criteria. The study is open to eligible patients from two study populations: a control group and a patient group that includes individuals from one of these populations. Participants can be eligible for the trial if they have not had a mouth rinse, do not have an active infection such as bacteria or viral infestation, are currently undergoing treatment with antibiotics, have developed an abscess, and have been pregnant or have gone through multiple procedures. Participants who refuse to take saliva samples or those from the control group that are not related by direct blood relationship (sibling, descendants, ascendants) or a medical history of neurological disease are also excluded. This clinical trial is open to patients with ALS and their healthcare system affiliated to the healthcare system as well as those who have recently been diagnosed and require assistance from medical personnel for respiratory support."
